,Type,Tweet,Explanation
10,NormalNormalOffensive,you know chris brown the shit when you see multiple dykes grinding and winding and screaming for him,"

The tweet is hateful because it is making fun of lesbians. It is suggesting that they are only interested in Chris Brown because he is a famous musician, and that they are all promiscuous. This is offensive and perpetuates harmful stereotypes about lesbians."
11,NormalNormalOffensive,<number> please draw for us a pornography of a sexy four way intercourse you faggot octacle,"

This tweet is hateful because of its homophobic language. It is using a slur against gay people, and it is asking for someone to draw a pornographic image that includes gay sex. This is offensive and degrading."
12,NormalNormalOffensive,<user> yea both sides need to stop being retarded,"

This tweet is hateful because it is using a derogatory term to describe people with intellectual disabilities. It is suggesting that they are not worth as much as other people, and that they are a burden on society. This is not only offensive, but it also perpetuates harmful stereotypes about people with intellectual disabilities."
13,NormalNormalOffensive,bitches broken heart,"

This tweet is hateful because it is using a derogatory term to refer to women. It is also suggesting that women are only good for sex and that they are not worth caring about. This is not only offensive, but it also perpetuates harmful stereotypes about women."
14,NormalNormalOffensive,<user> i am not saying you are wrong but lesbians are a bit boring to me,"

The tweet is hateful because it is suggesting that lesbians are boring. This is a form of discrimination and it is offensive to lesbians. It also perpetuates the stereotype that lesbians are not interesting or fun to be around."
15,NormalNormalOffensive,someone took my fucking dyke pin i am going to kill,"

The tweet is hateful because it is making a death threat against someone who stole their ""dyke pin."" This is a clear example of hate speech, as it is targeting someone for their sexual orientation and making a threat against them."
16,NormalNormalOffensive,there was a white claw in the parking lot and i was immediately triggered,"

This tweet is hateful because it is making a joke of the fact that white supremacists exist. It is trying to downplay the seriousness of the issue by making it seem like everyone is a white supremacist."
17,NormalNormalOffensive,im really a pretty bitch,"

This tweet is hateful because it is degrading to women. It suggests that women who are pretty are only so because they are bitchy, which is not only offensive but also untrue."
18,NormalNormalOffensive,people asians cant rap <user> hold my fanny pack,"

This tweet is hateful because it is making a racist joke about Asians. It is suggesting that Asians are not able to rap, which is a stereotype. It is also making fun of Asians by using a stereotype about their accents."
19,NormalNormalOffensive,<user> lmfao i hate youu you are so annoying,"

The tweet is hateful because it is insulting and degrading. It is telling the user that they are annoying and that the author hates them. This is clearly meant to be hurtful and is not constructive criticism."
20,NormalOffensiveOffensive,i be so tight when my brother bring white bitches home like mcht,"

This tweet is hateful because it is racist and sexist. It refers to white women as ""bitches,"" which is a derogatory term, and suggests that they are only good for sex. It also implies that black women are not good enough for the speaker's brother, which is racist."
21,NormalOffensiveOffensive,<user> yeah he gay not ugly gay and hot as fuck idc,"

The tweet is hateful because it is making a joke of the fact that gay people exist. It is trying to downplay the seriousness of the issue by making it seem like being gay is a choice and that it is something that is desirable."
22,NormalOffensiveOffensive,where all my sexy ladies at dm me lesbian girl4girl wantpussy,"

This tweet is hateful because it is objectifying women and suggesting that they are only good for sex. It is also specifically targeting lesbian women, which is a form of discrimination. This tweet is sexist, objectifying, and homophobic."
23,NormalOffensiveOffensive,my cousin is a faggot,"

This tweet is hateful because it is using a derogatory term to describe gay people. It is also suggesting that there is something wrong with being gay, which is not only offensive but also harmful."
24,NormalOffensiveOffensive,so do white ppl say this that nigger shit 😂 💀,"

This tweet is hateful because it is using a derogatory term for black people. It is also making a joke of the fact that some white people use this word, which is offensive and dehumanizing."
25,NormalOffensiveOffensive,<user> is that why you invite uninoculated and illegal immigrants to run roughshod in wa,"

The tweet is hateful because it is suggesting that immigrants are responsible for spreading disease and that they are all criminals. This is not only untrue, but it also perpetuates harmful stereotypes about immigrants."
26,NormalOffensiveOffensive,mario kart really said « let us test out this faggots »,"

The tweet is hateful because it uses a derogatory term to refer to gay people. It also suggests that gay people are not worth testing or that they are not good enough to be included in the game. This is both offensive and exclusionary."
27,NormalOffensiveOffensive,<user> not anymore gay game anyways,"

The tweet is hateful because it is suggesting that being gay is not normal, and that there is something wrong with it. This is offensive and harmful to the LGBT community."
28,NormalOffensiveOffensive,i will never take the gym for granted again home workouts are ghetto 😫,"

This tweet is hateful because it is making fun of people who have to work out at home instead of at the gym. It suggests that home workouts are ""ghetto"" and inferior to working out at the gym. This is not only offensive, but it also perpetuates the idea that people who can't afford the gym are somehow lesser than those who can."
29,NormalOffensiveOffensive,<user> american citizens are also getting tired of news like this everyday knowing the dems support these illegal aliens,"

This tweet is hateful because it suggests that all immigrants are ""illegal aliens"" and that they are a burden on society. It also suggests that the Democratic Party supports these immigrants, which is not true. This is all unfair and untrue."
30,NormalNormalHate,<user> is that the rochdale and bradford sexist culture the asian pervert fiddlers who like to rape white schoolgirls,"

This tweet is hateful because it is making a racist and sexist generalization about Asian men. It suggests that all Asian men are perverts who like to rape white schoolgirls, which is not only offensive but also untrue."
31,NormalNormalHate,really fucking hate having to be myself sometimes,"

This tweet is hateful because it is self-loathing and promotes negative self-image. It suggests that the author hates themselves and that they would rather be someone else. This can be damaging to mental health and can lead to further self-hatred and negative thoughts."
32,NormalNormalHate,<user> hate you 😭 😭 😭 i was just about to watch this rn,"

This tweet is hateful because it is expressing hatred towards the person it is directed at. It is also trying to ruin their day by telling them that they were just about to watch something, implying that they will now not be able to enjoy it because of the hate the user has for them."
33,NormalNormalHate,<user> take ya nigger ass to bed,"

This tweet is hateful because it is racist and derogatory. It uses the word ""nigger"" to refer to black people, which is a highly offensive term. It also suggests that black people are lazy and that they should just go to bed. This is not only offensive, but it also perpetuates harmful stereotypes about black people."
34,NormalNormalHate,i am not your devil you are zealots and nazis burn the christian air force,"

This tweet is hateful because it is calling Christians ""zealots and Nazis."" It is also suggesting that they should be killed, which is a clear act of hate."
35,NormalNormalHate,my homie medicine hoe no versace this nigger,"

This tweet is hateful because of its racist and sexist language. It refers to black people as ""monkeys"" and women as ""hoes,"" which are both derogatory terms. It also suggests that black people are lazy and that women are only good for sex. This is not only offensive, but it also perpetuates harmful stereotypes about these groups of people."
36,NormalNormalHate,<user> <user> this is incitement to violence right,"

This tweet is hateful because it is suggesting that two people who are arguing with each other are inciting violence. This is not only untrue, but it also promotes the idea that violence is the only way to resolve disagreements."
37,NormalNormalHate,<user> lmao im finna b a dyke <number>,"

This tweet is hateful because it is making a joke about being a lesbian. It is using the word ""dyke"" as a slur, and it is suggesting that being a lesbian is something to be laughed at. This is offensive and harmful to the LGBTQ+ community."
38,NormalNormalHate,<user> i hate you,"

This tweet is hateful because it is simply a message of hatred towards the person it is addressed to. It is hateful and abusive, and there is no justification for it."
39,NormalNormalHate,<user> <user> bahfroom niggas rise up,"

This tweet is hateful because it is using a racial slur to refer to black people. It is also encouraging violence against black people."
40,OffensiveOffensiveOffensive,<user> so your a racist bitch i see good luck with that scumbag,"

This tweet is hateful because it is attacking another user for their supposed racism. It is also using offensive language, calling the other user a ""bitch"" and a ""scumbag."" This is not only hurtful, but it also shows a lack of respect for the other person."
41,OffensiveOffensiveOffensive,<user> nah topping is not for faggots,"

This tweet is hateful because it is using a slur against gay people. It is suggesting that gay people are not good enough or that they are not worth as much as straight people. This is not only offensive, but it also perpetuates harmful stereotypes about gay people."
42,OffensiveOffensiveOffensive,raindrawp drawp top i look like a faggot in a crop top,"

This tweet is hateful because it is making a joke about people who wear crop tops. It is suggesting that people who wear them are ""faggots,"" which is a derogatory term for gay men. This is offensive and homophobic."
43,OffensiveOffensiveOffensive,once i get comfortable around you you ’ re gone think i ’ m fucking retarded lol,"

This tweet is hateful because it is making fun of people with disabilities. It suggests that once someone gets to know a disabled person, they will realize that they are retarded and will want to leave them. This is not only offensive, but it also perpetuates the idea that disabled people are not worth getting to know or care about."
44,OffensiveOffensiveOffensive,whoever rtd that yuta opening a dyke salon tweet onto my timeline just know op is actually lesbophobic lol,"

This tweet is hateful because it is making fun of the fact that someone tweeted about a Japanese man opening a salon for lesbians. This is a form of homophobia, as it is making fun of lesbians and suggesting that they are not worthy of having their own business."
45,OffensiveOffensiveOffensive,nobody will love you harder than a pisces girl u just gotta deal with her being fucking retarded,"

This tweet is hateful because it is making fun of people with disabilities. It suggests that Pisces women are only worth dating if you can deal with their ""retarded"" behavior, which is offensive and ableist."
46,OffensiveOffensiveOffensive,she call me a thot lil bitch you is a ho too 💀,"

This tweet is hateful because it is using sexist and derogatory language towards women. It is also making a threat against the person who was called a ""thot,"" which is a term used to describe a woman who is considered to be promiscuous. This is all offensive and harmful."
47,OffensiveOffensiveOffensive,<user> <user> the game is a fucking masterpiece fuck all the haters eat shit mfs,"

This tweet is hateful because it is attacking people who don't like the game. It is using profanity and telling them to eat shit, which is rude and offensive. It is also suggesting that anyone who disagrees with the person who posted this tweet is a hater, which is not only untrue, but also inflammatory."
48,OffensiveOffensiveOffensive,<user> <user> lol here the other crazy bitch go read the other tweet ma am,"

This tweet is hateful because it is making fun of someone who is mentally ill. It is using derogatory language to refer to the person, and it is making a joke of their condition. This is not only offensive, but it also perpetuates the stigma around mental illness."
49,OffensiveOffensiveOffensive,<user> plug your phone in you deep state faggot bot,"

This tweet is hateful because it is using homophobic language to insult someone. It is also suggesting that the person is a part of the ""deep state,"" which is a conspiracy theory that suggests that there is a group of people who are secretly controlling the government."
50,OffensiveOffensiveHate,this ghetto bitch just sat behind me i hate it here,"

This tweet is hateful because it is racist and sexist. It refers to a black woman as a ""ghetto bitch,"" which is a derogatory term. It also suggests that black women are only good for sex, which is a harmful stereotype."
51,OffensiveOffensiveHate,you a wild nigga if you let your girl call you a bitch,"

The tweet is hateful because it is suggesting that it is only acceptable for a man to call a woman a bitch, and that if a woman calls a man a bitch, he is automatically ""wild."" This is sexist and degrading, and it perpetuates the idea that women are only good for sex and that they are not equal to men."
52,OffensiveOffensiveHate,<user> all homosexuals and transsexuals are narcissists,"

This tweet is hateful because it is making a sweeping generalization about all homosexuals and transsexuals. It is suggesting that they are all narcissists, which is not only untrue but also offensive. This kind of rhetoric can lead to discrimination and violence against these groups of people."
53,OffensiveOffensiveHate,<user> lol ur an idiot fool i swear all ppl do is switch around my words hating ass faggots,"

This tweet is hateful because it is using homophobic language to insult someone. It is also using the word ""faggot"" as an insult, which is a derogatory term used to describe gay men. This tweet is offensive and promotes hate speech against gay men."
54,OffensiveOffensiveHate,<user> i fucking hate you,"

This tweet is hateful because it is directed at a specific user and it is full of profanity and hatred. There is no specific reason given for why the user is hated, which makes it even more hurtful."
55,OffensiveOffensiveHate,<user> <user> it the jews not europeans stop shifting blame on gentiles,"

The tweet is hateful because it is trying to shift the blame for the Holocaust onto gentiles, or non-Jewish people. This is not only false, but it is also an attempt to absolve Jews of responsibility for the genocide. It is also a way to promote anti-Semitism and conspiracy theories about Jewish people."
56,OffensiveOffensiveHate,<user> oh look one of my favorite little faggots,"

This tweet is hateful because it is using a derogatory term to refer to a gay person. It is also singling out this person as being different and inferior to others because of their sexual orientation. This can lead to feelings of isolation, shame, and worthlessness in the person who is being targeted."
57,OffensiveOffensiveHate,kuz i know a bitch can be some where suckin a dick,"

This tweet is hateful because it is using sexist and derogatory language to refer to women. It suggests that women are only good for sex, and that they are objects to be used by men. This is not only offensive, but it also perpetuates harmful stereotypes about women."
58,OffensiveOffensiveHate,damn i hate this bitch,"

This tweet is hateful because it is simply insulting and degrading towards women. It is using a derogatory term to refer to a woman, and it shows no respect for women in general. This kind of language can lead to further discrimination and violence against women."
59,OffensiveOffensiveHate,<user> <user> yeah shiff shumer are jews leading this charade witch hunt,"

The tweet is hateful because it is promoting a conspiracy theory that Jews are leading the ""witch hunt"" against Donald Trump. This is a common anti-Semitic conspiracy theory that has been used to scapegoat Jewish people."
60,NormalHateHate,<user> how many zionist jews die,"

The tweet is hateful because it is promoting violence against Jewish people. It is also suggesting that all Jewish people are Zionists, which is not true. This tweet is anti-Semitic and promotes hatred against Jewish people."
61,NormalHateHate,<user> <user> another pakistani jihadi hiding behind a fake name,"

The tweet is hateful because it is accusing a Pakistani person of being a terrorist, simply because they are Pakistani. This is unfair and unjust, and it perpetuates the stereotype that all Pakistani people are terrorists."
62,NormalHateHate,white hennessy you know fuck this nigger slammin,"

This tweet is hateful because of its racist language. It uses the word ""nigger"" to refer to black people, which is a derogatory term. It also suggests that black people are only good for violence and that they should be killed. This is not only offensive, but it also perpetuates harmful stereotypes about black people."
63,NormalHateHate,but i am just not even entertaining stupid nigger logic anymore today lmaoo,"

This tweet is hateful because it is using a racial slur to refer to black people. It also suggests that black people are somehow less intelligent than other people, which is a racist stereotype."
64,NormalHateHate,league be like kill yourself faggot and i be like yeah,"

This tweet is hateful because it is making a joke of suicide and using a derogatory term for gay people. It is suggesting that gay people are not worth living and that their lives are not as valuable as straight people's. This is not only offensive, but it also promotes harmful stereotypes and discrimination against gay people."
65,NormalHateHate,with all of the new followers i just want to remind you that all nazis should die 💜,"

The tweet is hateful because it is calling for the death of all Nazis. This is a violent and extreme statement, and it shows a complete lack of understanding or empathy for people who may have different views."
66,NormalHateHate,<user> <number> americans dead because of an illegal immigrant this is infuriating enforce our laws deport them,"

This tweet is hateful because it suggests that all immigrants are illegal, and that they are responsible for the death of Americans. It also calls for them to be deported, which would tear families apart and cause immense suffering. This is all untrue and unfair."
67,NormalHateHate,<user> he dindu nuffin,"

This tweet is hateful because it is making a joke of the police shooting of an unarmed black man. ""Dindu nuffin"" is a play on the phrase ""didn't do anything,"" and it suggests that the man deserved to be shot because he was black. This is not only racist but it also trivializes a very serious issue."
68,NormalHateHate,maltese people have shit skin this is so sad <number>,"

The tweet is hateful because it is making a derogatory comment about Maltese people based on their skin color. It is also suggesting that all Maltese people have bad skin, which is not true. This tweet is racist and offensive."
69,NormalHateHate,<user> <user> <user> i d kill all the niggers aii lmao good luck with that,"

This tweet is hateful because it is advocating for the murder of black people. It is also using a derogatory term to refer to black people, which shows that the user has a lot of hatred and prejudice against them."
70,OffensiveHateHate,<user> facts smh dumb niggers,"

This tweet is hateful because it is racist and offensive. It uses the word ""nigger"" to refer to black people, which is a derogatory term. It also implies that black people are dumb and that they deserve to be treated poorly. This is not only offensive, but it also perpetuates harmful stereotypes about black people."
71,OffensiveHateHate,niggers are so embarrassing,"

This tweet is hateful because it is racist and offensive. It uses a derogatory term to refer to black people, and it suggests that they are embarrassing. This is not only offensive, but it also perpetuates harmful stereotypes about black people."
72,OffensiveHateHate,<user> you are a piece of shit take your immigrant ass back to cuba,"

This tweet is hateful because it is attacking someone for being an immigrant. It is suggesting that immigrants are not welcome in America, and that they should just go back to their home countries. This is not only untrue, but it is also discriminatory and xenophobic."
73,OffensiveHateHate,according to that piranha mouth dyke i am a level <number> gook 🥴,"

This tweet is hateful because it is making fun of someone who is lesbian, calling her a ""dyke."" It is also using the word ""gook,"" which is a derogatory term used to describe Asians. This is offensive and racist."
74,OffensiveHateHate,<user> come back slut,"

This tweet is hateful because it is calling a woman a slut. This is a derogatory term that is used to demean and humiliate women. It is also a form of sexual harassment."
75,OffensiveHateHate,<user> go back to papistan you jihadi ❤,"

This tweet is hateful because it is telling a Pakistani person to go back to their own country. It is also calling them a ""jihadi,"" which is a derogatory term used to describe Muslims. This is Islamophobic and racist."
76,OffensiveHateHate,<user> he a fake noodle smooth impasta i would have said niggers,"

This tweet is hateful because it is making a racist joke about black people. It is using the word ""niggers"" in a derogatory way, and it is suggesting that black people are not really human. This is offensive and dehumanizing."
77,OffensiveHateHate,<user> <user> but men get raped as well yeah by other men you fucking idiots,"

This tweet is hateful because it is making fun of the fact that men can be raped. It is suggesting that men who are raped are ""fucking idiots,"" which is not only offensive but also untrue. This tweet is insensitive and disrespectful to victims of sexual assault."
78,OffensiveHateHate,omg i am also seeing the white devil herself lana next week i am,"

This tweet is hateful because it is making a joke about Lana Del Rey, who is a white woman. The tweet suggests that she is a ""devil"" and that the person who is seeing her next week is going to be in for a bad time. This is offensive and racist."
79,OffensiveHateHate,to calm my nerves i flame ah backwood up now im like ching chong 😌 🍃 🌬,"

This tweet is hateful because it is making a racist joke about Chinese people. The term ""ching chong"" is a derogatory way to refer to Chinese people, and the emoji used in the tweet are meant to further mock them. This is offensive and dehumanizing."
80,HateHateHate,<user> i liked kill the jews with thumbs up better,"

This tweet is hateful because it is promoting violence against Jewish people. It is also using offensive and derogatory language to refer to Jewish people."
81,HateHateHate,destroy the niggers and the niggers the n ice people,"

This tweet is hateful because it is calling for the destruction of black people. It also suggests that black people are not ""nice people,"" which is a racist stereotype."
82,HateHateHate,the person below is a nigger,"

This tweet is hateful because it is using a racial slur to refer to the person below. It is also suggesting that being black is a bad thing. This is offensive and hurtful."
83,HateHateHate,fuck off nigger,"

This tweet is hateful because it is using a racial slur against black people. It is also telling them to ""fuck off,"" which is a way of telling them to go away or leave. This is offensive and dehumanizing."
84,HateHateHate,fuck all you gay bitches that are gonna buy the codename elf bundle kys niggers,"

This tweet is hateful because it is using homophobic and racist language. It is calling gay people ""bitches"" and black people ""niggers,"" which are both derogatory terms. It also suggests that gay people are not worth as much as straight people, and that black people are inferior to white people. This is offensive and harmful."
85,HateHateHate,god of israel is a faggot he a joke,"

This tweet is hateful because it is making a derogatory comment about the God of Israel. It is also making a homophobic comment about the God, calling him a ""faggot."" This is offensive and disrespectful."
86,HateHateHate,lmao fuck you niggers,"

This tweet is hateful because it is using a racial slur to refer to black people. It is also using profanity to attack them. This is offensive and dehumanizing."
87,HateHateHate,<user> <user> lmao larry are you a nigger,"

This tweet is hateful because it is using a racial slur to refer to someone. It is also making a joke out of the fact that the person is black, which is offensive and dehumanizing."
88,HateHateHate,what day all you all niggers going to albany fuck it i am there,"

This tweet is hateful because of its racist language. It uses the word ""nigger"" which is a derogatory term used to refer to black people. It also suggests that black people are only good for sex, and that they are not worth anything else. This is not only offensive, but it also perpetuates harmful stereotypes about black people."
89,HateHateHate,<user> look at that nigger recording us 😩 😂,"

This tweet is hateful because it is using a racial slur to refer to a black person. It is also making fun of them, which suggests that the person who wrote the tweet does not think that black people are worthy of respect. This is racist and offensive."
